id,evaluation
2061,negatif
2062,negatif
2063,positif
2064,negatif
2065,negatif
2066,negatif
2067,negatif
2068,negatif
2069,positif
2070,positif
2071,positif
2072,positif
2073,positif
2074,negatif
2075,positif
2076,positif
2077,negatif
2078,positif
2079,negatif
2080,positif
2081,positif
2082,negatif
2083,positif
2084,negatif
2085,positif
2086,negatif
2087,positif
2088,negatif
2089,negatif
2090,negatif
2091,negatif
2092,positif
2093,positif
2094,positif
2095,negatif
2096,positif
2097,positif
2098,positif
2099,negatif
2100,positif
2101,positif
2102,positif
2103,negatif
2104,positif
2105,positif
2106,negatif
2107,negatif
2108,negatif
2109,negatif
2110,negatif
2111,positif
2112,negatif
2113,negatif
2114,positif
2115,positif
2116,positif
2117,positif
2118,positif
2119,negatif
2120,positif
2121,positif
2122,positif
2123,negatif
2124,positif
2125,negatif
2126,negatif
2127,positif
2128,negatif
2129,positif
2130,positif
2131,positif
2132,positif
2133,negatif
2134,negatif
2135,positif
2136,positif
2137,negatif
2138,positif
2139,negatif
2140,positif
2141,negatif
2142,negatif
2143,positif
2144,positif
2145,negatif
2146,positif
2147,positif
2148,negatif
2149,positif
2150,positif
2151,negatif
2152,positif
2153,positif
2154,negatif
2155,positif
2156,positif
2157,negatif
2158,positif
2159,negatif
2160,positif
2161,negatif
2162,negatif
2163,negatif
2164,negatif
2165,negatif
2166,positif
2167,negatif
2168,negatif
2169,negatif
2170,positif
2171,positif
2172,negatif
2173,negatif
2174,negatif
2175,negatif
2176,positif
2177,positif
2178,positif
2179,negatif
2180,positif
2181,positif
2182,positif
2183,positif
2184,positif
2185,positif
2186,negatif
2187,positif
2188,negatif
2189,positif
2190,positif
2191,positif
2192,positif
2193,negatif
2194,negatif
2195,positif
2196,negatif
2197,positif
2198,negatif
2199,positif
2200,positif
2201,negatif
2202,negatif
2203,positif
2204,negatif
2205,negatif
2206,positif
2207,negatif
2208,negatif
2209,positif
2210,positif
2211,negatif
2212,positif
2213,positif
2214,negatif
2215,positif
2216,positif
2217,positif
2218,positif
2219,negatif
2220,negatif
2221,negatif
2222,positif
2223,positif
2224,positif
2225,negatif
2226,negatif
2227,negatif
2228,negatif
2229,positif
2230,negatif
2231,negatif
2232,negatif
2233,negatif
2234,positif
2235,negatif
2236,positif
2237,negatif
2238,positif
2239,positif
2240,negatif
2241,negatif
2242,negatif
2243,negatif
2244,negatif
2245,negatif
2246,negatif
2247,negatif
2248,positif
2249,negatif
2250,negatif
2251,negatif
2252,negatif
2253,negatif
2254,negatif
2255,negatif
2256,negatif
2257,positif
2258,negatif
2259,positif
2260,negatif
2261,negatif
2262,positif
2263,negatif
2264,negatif
2265,negatif
2266,negatif
2267,negatif
2268,negatif
2269,positif
2270,positif
2271,positif
2272,negatif
2273,negatif
2274,positif
2275,negatif
2276,positif
2277,negatif
2278,positif
2279,negatif
2280,positif
2281,negatif
2282,positif
2283,negatif
2284,negatif
2285,positif
2286,negatif
2287,positif
2288,positif
2289,negatif
2290,negatif
2291,negatif
2292,positif
2293,positif
2294,positif
2295,negatif
2296,positif
2297,negatif
2298,negatif
2299,negatif
2300,positif
